weight,transportation_type,zone,service_type,price
75 lbs,air,4,FedEx Standard Overnight,293.77
76 lbs,air,4,FedEx Standard Overnight,294.9
77 lbs,air,4,FedEx Standard Overnight,296.02
78 lbs,air,4,FedEx Standard Overnight,297.15
79 lbs,air,4,FedEx Standard Overnight,298.26
80 lbs,air,4,FedEx Standard Overnight,299.4
81 lbs,air,4,FedEx Standard Overnight,300.52
82 lbs,air,4,FedEx Standard Overnight,319.27
83 lbs,air,4,FedEx Standard Overnight,321.17
84 lbs,air,4,FedEx Standard Overnight,322.28
85 lbs,air,4,FedEx Standard Overnight,324.22
86 lbs,air,4,FedEx Standard Overnight,325.45
87 lbs,air,4,FedEx Standard Overnight,326.98
88 lbs,air,4,FedEx Standard Overnight,328.1
89 lbs,air,4,FedEx Standard Overnight,329.21
90 lbs,air,4,FedEx Standard Overnight,330.34
91 lbs,air,4,FedEx Standard Overnight,331.56
92 lbs,air,4,FedEx Standard Overnight,350.37
93 lbs,air,4,FedEx Standard Overnight,352.26
94 lbs,air,4,FedEx Standard Overnight,362.34
95 lbs,air,4,FedEx Standard Overnight,363.48
96 lbs,air,4,FedEx Standard Overnight,364.61
97 lbs,air,4,FedEx Standard Overnight,365.71
98 lbs,air,4,FedEx Standard Overnight,366.84
99 lbs,air,4,FedEx Standard Overnight,368.34
100 lbs,air,4,FedEx Standard Overnight,395.0
101 lbs,air,4,FedEx Standard Overnight,726.19
102 lbs,air,4,FedEx Standard Overnight,733.38
103 lbs,air,4,FedEx Standard Overnight,740.57
104 lbs,air,4,FedEx Standard Overnight,747.76
105 lbs,air,4,FedEx Standard Overnight,754.95
106 lbs,air,4,FedEx Standard Overnight,762.14
107 lbs,air,4,FedEx Standard Overnight,769.33
108 lbs,air,4,FedEx Standard Overnight,776.52
109 lbs,air,4,FedEx Standard Overnight,783.71
110 lbs,air,4,FedEx Standard Overnight,790.9
111 lbs,air,4,FedEx Standard Overnight,798.09
112 lbs,air,4,FedEx Standard Overnight,805.28
113 lbs,air,4,FedEx Standard Overnight,812.47
114 lbs,air,4,FedEx Standard Overnight,819.66
115 lbs,air,4,FedEx Standard Overnight,826.85
116 lbs,air,4,FedEx Standard Overnight,834.04
117 lbs,air,4,FedEx Standard Overnight,841.23
118 lbs,air,4,FedEx Standard Overnight,848.42
119 lbs,air,4,FedEx Standard Overnight,855.61
120 lbs,air,4,FedEx Standard Overnight,862.8
121 lbs,air,4,FedEx Standard Overnight,869.99
122 lbs,air,4,FedEx Standard Overnight,877.18
123 lbs,air,4,FedEx Standard Overnight,884.37
124 lbs,air,4,FedEx Standard Overnight,891.56
125 lbs,air,4,FedEx Standard Overnight,898.75
126 lbs,air,4,FedEx Standard Overnight,905.94
127 lbs,air,4,FedEx Standard Overnight,913.13
128 lbs,air,4,FedEx Standard Overnight,920.32
129 lbs,air,4,FedEx Standard Overnight,927.51
130 lbs,air,4,FedEx Standard Overnight,934.7
131 lbs,air,4,FedEx Standard Overnight,941.89
132 lbs,air,4,FedEx Standard Overnight,949.08
133 lbs,air,4,FedEx Standard Overnight,956.27
134 lbs,air,4,FedEx Standard Overnight,963.46
135 lbs,air,4,FedEx Standard Overnight,970.65
136 lbs,air,4,FedEx Standard Overnight,977.84
137 lbs,air,4,FedEx Standard Overnight,985.03
138 lbs,air,4,FedEx Standard Overnight,992.22
139 lbs,air,4,FedEx Standard Overnight,999.41
2 lbs,air,5,FedEx Standard Overnight,87.44
3 lbs,air,5,FedEx Standard Overnight,96.87
4 lbs,air,5,FedEx Standard Overnight,105.18
5 lbs,air,5,FedEx Standard Overnight,115.43
6 lbs,air,5,FedEx Standard Overnight,121.92
7 lbs,air,5,FedEx Standard Overnight,133.74
8 lbs,air,5,FedEx Standard Overnight,141.05
9 lbs,air,5,FedEx Standard Overnight,151.21
10 lbs,air,5,FedEx Standard Overnight,153.32
11 lbs,air,5,FedEx Standard Overnight,171.51
12 lbs,air,5,FedEx Standard Overnight,179.34
13 lbs,air,5,FedEx Standard Overnight,195.6
14 lbs,air,5,FedEx Standard Overnight,195.6
15 lbs,air,5,FedEx Standard Overnight,203.48
16 lbs,air,5,FedEx Standard Overnight,209.01
17 lbs,air,5,FedEx Standard Overnight,217.8
18 lbs,air,5,FedEx Standard Overnight,222.3
19 lbs,air,5,FedEx Standard Overnight,227.0
